id,label
1,0.9996013045310974
2,0.9997103810310364
3,0.9989357590675354
4,0.999356210231781
5,0.0007796773570589721
6,0.0006939482409507036
7,8.703456114744768e-05
8,1.154592519014841e-05
9,0.0005162585293874145
10,0.0005637169815599918
11,0.0023610980715602636
12,0.9958717226982117
13,0.0005175276892259717
14,0.010807533748447895
15,0.0002096684620482847
16,0.030563678592443466
17,0.9932621121406555
18,0.9998019337654114
19,0.0003357306413818151
20,0.00011038358934456483
21,0.999772846698761
22,0.00018103222828358412
23,0.9998466968536377
24,0.9994955062866211
25,0.000731329433619976
26,0.9981570839881897
27,0.9992265701293945
28,1.0359953193983529e-05
29,0.34756454825401306
30,0.9991331696510315
31,0.9981542229652405
32,0.09847184270620346
33,0.9949724674224854
34,7.177445513661951e-05
35,7.721719885012135e-05
36,0.0001431034179404378
37,0.0002585826732683927
38,0.00013232142373453826
39,0.6698259115219116
40,1.6512358342879452e-05
41,0.9952430129051208
42,0.999369204044342
43,0.9998683929443359
44,0.9995824694633484
45,0.00029222527518868446
46,0.9999773502349854
47,5.8983408962376416e-05
48,0.9995487332344055
49,0.9996567964553833
50,0.0003432162047829479
51,0.00036290838033892214
52,0.0006933202384971082
53,1.5342238839366473e-05
54,0.00010821341129485518
55,0.0007395675638690591
56,0.9880664348602295
57,0.9999823570251465
58,0.0002125806495314464
59,0.9977495074272156
60,0.011731567792594433
61,2.05912710953271e-05
62,0.9860743880271912
63,0.0016481919446960092
64,0.01873631589114666
65,0.9994231462478638
66,0.9974400997161865
67,0.9991655349731445
68,0.00035981860128231347
69,0.9997989535331726
70,0.9998748302459717
71,0.9935817718505859
72,0.9993771910667419
73,0.9992226362228394
74,0.9999881982803345
75,0.029278697445988655
76,0.9996138215065002
77,0.9996652603149414
78,0.9896570444107056
79,0.9998441934585571
80,0.0006065776105970144
81,0.0016494751907885075
82,0.0026074228808283806
83,0.9999697208404541
84,0.003486757865175605
85,0.9998582601547241
86,0.9982220530509949
87,0.9983254075050354
88,0.9997614026069641
89,0.0005629252991639078
90,0.023081660270690918
91,0.00023018562933430076
92,0.001268857391551137
93,0.0002947943576145917
94,0.9999936819076538
95,0.9997484087944031
96,5.157955820322968e-05
97,0.9994460940361023
98,0.9960039258003235
99,6.234427564777434e-05
100,7.142064714571461e-05
101,5.002370380680077e-05
102,0.9998975992202759
103,1.0822564036061522e-05
104,4.5294775190996006e-05
105,0.9908643364906311
106,0.9998677968978882
107,0.0006344651919789612
108,0.00016024895012378693
109,0.7913244962692261
110,0.9997968077659607
111,0.9990072846412659
112,0.9997593760490417
113,0.9993929862976074
114,2.5070732590393163e-05
115,0.004805035423487425
116,0.0005457271472550929
117,7.723881026322488e-06
118,0.9999899864196777
119,0.9991641044616699
120,0.002168686594814062
121,0.002412736415863037
122,0.00019070858252234757
123,0.0016159897204488516
124,8.336747123394161e-05
125,0.0030541804153472185
126,0.16814176738262177
127,0.9989191293716431
128,0.0008775388705544174
129,0.0003602926153689623
130,0.9840233325958252
131,0.9993422627449036
132,0.980077862739563
133,0.0015925393672659993
134,0.00029016888584010303
135,0.0008608846110291779
136,0.001266022794879973
137,0.9991846680641174
138,0.2940789759159088
139,0.01841035485267639
140,0.00017155321256723255
141,9.477968706050888e-05
142,0.9981099367141724
143,0.9999470710754395
144,0.06320928782224655
145,0.00015669925778638572
146,0.9999604225158691
147,0.9993207454681396
148,0.18653103709220886
149,3.736518010555301e-06
150,5.09416668137419e-06
151,0.9966188669204712
152,0.007117431610822678
153,0.00020368123659864068
154,0.011107034981250763
155,0.9994297623634338
156,6.982933700783178e-05
157,0.00035865898826159537
158,0.9991453886032104
159,0.9995837807655334
160,0.9996386766433716
161,0.0006782660493627191
162,0.0015782980481162667
163,0.00032559814280830324
164,0.999245285987854
165,0.0006508490769192576
166,0.00022366935445461422
167,0.9986745119094849
168,1.4565561286872253e-05
169,4.149618325755e-05
170,5.395376319938805e-06
171,0.038898639380931854
172,0.9952138662338257
173,0.9803803563117981
174,5.939244510955177e-05
175,0.9999827146530151
176,0.9996204376220703
177,0.9992927312850952
178,0.9999765157699585
179,0.9542397260665894
180,0.00021264977112878114
181,0.9997474551200867
182,0.9996010661125183
183,0.0035563157871365547
184,0.00031451351242139935
185,0.0020453014876693487
186,9.956825124390889e-06
187,0.0004237350367475301
188,1.3026332453591749e-05
189,0.0015259729698300362
190,0.9999059438705444
191,0.00045959276030771434
192,0.00026768690440803766
193,0.0008100199047476053
194,3.7090267142048106e-05
195,0.994554877281189
196,0.9969344139099121
197,0.7881264090538025
198,0.011326550506055355
199,0.9998586177825928
200,0.6171076893806458
201,0.9997432827949524
202,0.00018740103405434638
203,0.9992094039916992
204,0.9995474219322205
205,6.0694503190461546e-05
206,0.00043235771590843797
207,0.9995318651199341
208,0.00015276484191417694
209,0.002569131087511778
210,0.0003390013880562037
211,0.9998106360435486
212,0.9999338388442993
213,0.1441766321659088
214,0.9772654175758362
215,0.9963086247444153
216,0.9997860789299011
217,0.999214768409729
218,0.004500111564993858
219,0.9979773163795471
220,0.9997755885124207
221,0.00035100249806419015
222,0.9999558925628662
223,0.9999790191650391
224,4.294326572562568e-05
225,0.999855637550354
226,0.9997184872627258
227,0.9998311996459961
228,0.00366567587479949
229,0.999933123588562
230,0.01649361290037632
231,0.9998051524162292
232,0.22278639674186707
233,0.0006885601906105876
234,0.020919403061270714
235,0.9999839067459106
236,0.7402517795562744
237,0.0038245541509240866
238,0.9707726836204529
239,5.5083863117033616e-05
240,0.9990615248680115
241,0.9996269941329956
242,0.9997937083244324
243,7.685671880608425e-05
244,0.9991558790206909
245,0.9996721744537354
246,0.020140426233410835
247,0.9997001886367798
248,0.002606707625091076
249,0.0039213295094668865
250,0.9999871253967285
251,0.9998458623886108
252,0.0005872392794117332
253,0.9999909400939941
254,9.680834773462266e-05
255,0.00014990671479608864
256,0.0012323468690738082
257,0.9988375306129456
258,0.9994309544563293
259,0.0001973063190234825
260,9.617282194085419e-05
261,0.00043315699440427125
262,0.9970216155052185
263,0.000261807901551947
264,0.0017703165067359805
265,0.9992561936378479
266,1.1797405932156835e-05
267,4.294326572562568e-05
268,0.0018990428652614355
269,0.9995749592781067
270,0.999901533126831
271,0.9999114274978638
272,4.1967494325945154e-05
273,0.9986542463302612
274,3.4717791095317807e-06
275,0.0006787177408114076
276,0.9998260140419006
277,0.9970470070838928
278,3.60933699994348e-05
279,6.016136467223987e-05
280,0.9998155236244202
281,0.9965662956237793
282,0.9996789693832397
283,0.000153532819240354
284,0.9998506307601929
285,3.749114966922207e-06
286,0.999922513961792
287,0.0004823478520847857
288,2.1502739400602877e-05
289,0.9999105930328369
290,0.00018333563639316708
291,0.00017354231385979801
292,0.9956368803977966
293,0.9915934801101685
294,0.0005904658464714885
295,2.867848536425299e-07
296,0.9999020099639893
297,0.9996408224105835
298,0.9990733861923218
299,0.9998980760574341
300,0.0018074671970680356
301,1.8999435269506648e-05
302,0.0004735050315503031
303,0.0010595188941806555
304,4.5719484660367016e-06
305,0.0027178493328392506
306,0.9983933568000793
307,0.9990895986557007
308,0.0018637708853930235
309,8.833456377033144e-06
310,0.05388682708144188
311,7.236653618747368e-05
312,0.005817871540784836
313,0.0003145249211229384
314,0.003642387455329299
315,0.9997362494468689
316,0.0011828583665192127
317,0.9978317618370056
318,0.0002710512198973447
319,0.9999536275863647
320,0.003500907449051738
321,0.0021155020222067833
322,0.9998646974563599
323,8.984967280412093e-05
324,1.5124588571779896e-05
325,0.9997310042381287
326,0.9995220899581909
327,0.7854660153388977
328,0.9999629259109497
329,2.384390427323524e-05
330,0.003177142236381769
331,0.8995715379714966
332,0.833138644695282
333,0.9997702240943909
334,0.0013009747490286827
335,0.0009032139787450433
336,0.001608022372238338
337,0.9999573230743408
338,1.6709467672626488e-05
339,6.0010906963725574e-06
340,0.0024467259645462036
341,0.0001536469062557444
342,9.267388668376952e-05
343,0.2827449440956116
344,0.04868297651410103
345,0.13883961737155914
346,0.9997362494468689
347,0.0002502979477867484
348,0.99982750415802
